MTU (CET/CEST),Area,Total Generation Forecast (MW),Total Actual Generation (MW)
18/02/2025 17:45:00 - 18/02/2025 18:00:00,BZN|NL,15506.21,20925.18
18/02/2025 18:00:00 - 18/02/2025 18:15:00,BZN|NL,15546.72,21254.38
18/02/2025 18:15:00 - 18/02/2025 18:30:00,BZN|NL,15497.76,21641.19
18/02/2025 18:30:00 - 18/02/2025 18:45:00,BZN|NL,15418.98,21549.61
18/02/2025 18:45:00 - 18/02/2025 19:00:00,BZN|NL,15422.27,21565.65
18/02/2025 19:00:00 - 18/02/2025 19:15:00,BZN|NL,15484.29,21930.73
18/02/2025 19:15:00 - 18/02/2025 19:30:00,BZN|NL,15403.49,22066.58
18/02/2025 19:30:00 - 18/02/2025 19:45:00,BZN|NL,15368.85,22095.19
18/02/2025 19:45:00 - 18/02/2025 20:00:00,BZN|NL,15268.66,21953.25
18/02/2025 20:00:00 - 18/02/2025 20:15:00,BZN|NL,14856.46,21960.38
18/02/2025 20:15:00 - 18/02/2025 20:30:00,BZN|NL,14609.88,21946.02
18/02/2025 20:30:00 - 18/02/2025 20:45:00,BZN|NL,14480.42,21667.62
18/02/2025 20:45:00 - 18/02/2025 21:00:00,BZN|NL,14148.48,21291.82
18/02/2025 21:00:00 - 18/02/2025 21:15:00,BZN|NL,13685.99,20802.28
18/02/2025 21:15:00 - 18/02/2025 21:30:00,BZN|NL,13480.82,20462.52
18/02/2025 21:30:00 - 18/02/2025 21:45:00,BZN|NL,13209.83,20287.08
18/02/2025 21:45:00 - 18/02/2025 22:00:00,BZN|NL,12854.01,19439.26
18/02/2025 22:00:00 - 18/02/2025 22:15:00,BZN|NL,12248.19,18340.73
18/02/2025 22:15:00 - 18/02/2025 22:30:00,BZN|NL,12098.41,17837.64
18/02/2025 22:30:00 - 18/02/2025 22:45:00,BZN|NL,11859.72,17631.95
18/02/2025 22:45:00 - 18/02/2025 23:00:00,BZN|NL,11669.1,17092.76
18/02/2025 23:00:00 - 18/02/2025 23:15:00,BZN|NL,11376.29,16474.11
18/02/2025 23:15:00 - 18/02/2025 23:30:00,BZN|NL,11252.13,16150.77
18/02/2025 23:30:00 - 18/02/2025 23:45:00,BZN|NL,11101.87,15917.6
18/02/2025 23:45:00 - 19/02/2025 00:00:00,BZN|NL,10913.25,15915.08
19/02/2025 00:00:00 - 19/02/2025 00:15:00,BZN|NL,10882.76,15599.29
19/02/2025 00:15:00 - 19/02/2025 00:30:00,BZN|NL,10742.73,15481.88
19/02/2025 00:30:00 - 19/02/2025 00:45:00,BZN|NL,10667.52,15302.4
19/02/2025 00:45:00 - 19/02/2025 01:00:00,BZN|NL,10525.42,15215.8
19/02/2025 01:00:00 - 19/02/2025 01:15:00,BZN|NL,10599.91,15004.31
19/02/2025 01:15:00 - 19/02/2025 01:30:00,BZN|NL,10443.75,14992.89
19/02/2025 01:30:00 - 19/02/2025 01:45:00,BZN|NL,10426.57,14932.49
19/02/2025 01:45:00 - 19/02/2025 02:00:00,BZN|NL,10287.84,14894.23
19/02/2025 02:00:00 - 19/02/2025 02:15:00,BZN|NL,10383.8,14945.51
19/02/2025 02:15:00 - 19/02/2025 02:30:00,BZN|NL,10263.94,14989.51
19/02/2025 02:30:00 - 19/02/2025 02:45:00,BZN|NL,10239.14,15062.16
19/02/2025 02:45:00 - 19/02/2025 03:00:00,BZN|NL,10171.71,14965.9
19/02/2025 03:00:00 - 19/02/2025 03:15:00,BZN|NL,10201,15106.59
19/02/2025 03:15:00 - 19/02/2025 03:30:00,BZN|NL,10089.58,15164.2
19/02/2025 03:30:00 - 19/02/2025 03:45:00,BZN|NL,10052.52,15083.37
19/02/2025 03:45:00 - 19/02/2025 04:00:00,BZN|NL,10060.65,15065.45
19/02/2025 04:00:00 - 19/02/2025 04:15:00,BZN|NL,10203.38,15138.15
19/02/2025 04:15:00 - 19/02/2025 04:30:00,BZN|NL,10306.24,15234.72
19/02/2025 04:30:00 - 19/02/2025 04:45:00,BZN|NL,10405.94,15219.86
19/02/2025 04:45:00 - 19/02/2025 05:00:00,BZN|NL,10507.67,15213.33
19/02/2025 05:00:00 - 19/02/2025 05:15:00,BZN|NL,10478.31,15193.34
19/02/2025 05:15:00 - 19/02/2025 05:30:00,BZN|NL,10791.45,15219.44
19/02/2025 05:30:00 - 19/02/2025 05:45:00,BZN|NL,11080.13,15412.86
19/02/2025 05:45:00 - 19/02/2025 06:00:00,BZN|NL,11413.93,15717.54
19/02/2025 06:00:00 - 19/02/2025 06:15:00,BZN|NL,11732.42,16019.81
19/02/2025 06:15:00 - 19/02/2025 06:30:00,BZN|NL,12400.11,16512.89
19/02/2025 06:30:00 - 19/02/2025 06:45:00,BZN|NL,12864.12,16719.4
19/02/2025 06:45:00 - 19/02/2025 07:00:00,BZN|NL,13328.02,17328.97
19/02/2025 07:00:00 - 19/02/2025 07:15:00,BZN|NL,13756.29,17832.19
19/02/2025 07:15:00 - 19/02/2025 07:30:00,BZN|NL,14114.52,18172.75
19/02/2025 07:30:00 - 19/02/2025 07:45:00,BZN|NL,14281.78,18283.79
19/02/2025 07:45:00 - 19/02/2025 08:00:00,BZN|NL,14372.09,18352.97
19/02/2025 08:00:00 - 19/02/2025 08:15:00,BZN|NL,14332.24,18568.33
19/02/2025 08:15:00 - 19/02/2025 08:30:00,BZN|NL,14382.34,18804.04
19/02/2025 08:30:00 - 19/02/2025 08:45:00,BZN|NL,14417.06,18705.93
19/02/2025 08:45:00 - 19/02/2025 09:00:00,BZN|NL,14431.22,18710.4
19/02/2025 09:00:00 - 19/02/2025 09:15:00,BZN|NL,14309.38,19182.79
19/02/2025 09:15:00 - 19/02/2025 09:30:00,BZN|NL,14222.37,19621.33
19/02/2025 09:30:00 - 19/02/2025 09:45:00,BZN|NL,14190.37,19239.07
19/02/2025 09:45:00 - 19/02/2025 10:00:00,BZN|NL,14063.68,19022.73
19/02/2025 10:00:00 - 19/02/2025 10:15:00,BZN|NL,14220.61,18770.76
19/02/2025 10:15:00 - 19/02/2025 10:30:00,BZN|NL,14029.49,18611.34
19/02/2025 10:30:00 - 19/02/2025 10:45:00,BZN|NL,14030.8,18471.7
19/02/2025 10:45:00 - 19/02/2025 11:00:00,BZN|NL,13936.13,18265.22
19/02/2025 11:00:00 - 19/02/2025 11:15:00,BZN|NL,14015.25,18772.52
19/02/2025 11:15:00 - 19/02/2025 11:30:00,BZN|NL,13931.46,18432.15
19/02/2025 11:30:00 - 19/02/2025 11:45:00,BZN|NL,13769.13,18525.91
19/02/2025 11:45:00 - 19/02/2025 12:00:00,BZN|NL,13700.92,18282.75
19/02/2025 12:00:00 - 19/02/2025 12:15:00,BZN|NL,13623.46,17951.25
19/02/2025 12:15:00 - 19/02/2025 12:30:00,BZN|NL,13468.33,17678.59
19/02/2025 12:30:00 - 19/02/2025 12:45:00,BZN|NL,13446,17531.27
19/02/2025 12:45:00 - 19/02/2025 13:00:00,BZN|NL,13536.76,17502.99
19/02/2025 13:00:00 - 19/02/2025 13:15:00,BZN|NL,13776.35,17072.04
19/02/2025 13:15:00 - 19/02/2025 13:30:00,BZN|NL,13806.38,17013.52
19/02/2025 13:30:00 - 19/02/2025 13:45:00,BZN|NL,13865.04,16887.35
19/02/2025 13:45:00 - 19/02/2025 14:00:00,BZN|NL,13817.46,16802.29
19/02/2025 14:00:00 - 19/02/2025 14:15:00,BZN|NL,13660.61,16732.4
19/02/2025 14:15:00 - 19/02/2025 14:30:00,BZN|NL,13746.17,16787.41
19/02/2025 14:30:00 - 19/02/2025 14:45:00,BZN|NL,13853.84,16692.18
19/02/2025 14:45:00 - 19/02/2025 15:00:00,BZN|NL,13907.9,16737.91
19/02/2025 15:00:00 - 19/02/2025 15:15:00,BZN|NL,13888.19,15745.64
19/02/2025 15:15:00 - 19/02/2025 15:30:00,BZN|NL,13960.22,15470.84
19/02/2025 15:30:00 - 19/02/2025 15:45:00,BZN|NL,14212.7,15662.43
19/02/2025 15:45:00 - 19/02/2025 16:00:00,BZN|NL,14330.18,15833.75
19/02/2025 16:00:00 - 19/02/2025 16:15:00,BZN|NL,14432.09,15380.83
19/02/2025 16:15:00 - 19/02/2025 16:30:00,BZN|NL,14471.67,15808.84
19/02/2025 16:30:00 - 19/02/2025 16:45:00,BZN|NL,14637.87,15990.03
19/02/2025 16:45:00 - 19/02/2025 17:00:00,BZN|NL,14690.78,16462.81
19/02/2025 17:00:00 - 19/02/2025 17:15:00,BZN|NL,14482.55,16794.18
19/02/2025 17:15:00 - 19/02/2025 17:30:00,BZN|NL,14643.38,17220.25
19/02/2025 17:30:00 - 19/02/2025 17:45:00,BZN|NL,14895.59,17509.72
19/02/2025 17:45:00 - 19/02/2025 18:00:00,BZN|NL,14960.07,17640.01
19/02/2025 18:00:00 - 19/02/2025 18:15:00,BZN|NL,14794.32,17300.2
19/02/2025 18:15:00 - 19/02/2025 18:30:00,BZN|NL,14778.15,17371.21
19/02/2025 18:30:00 - 19/02/2025 18:45:00,BZN|NL,14728.36,17450.6
19/02/2025 18:45:00 - 19/02/2025 19:00:00,BZN|NL,14699.02,17183.06
19/02/2025 19:00:00 - 19/02/2025 19:15:00,BZN|NL,14813.51,17745
19/02/2025 19:15:00 - 19/02/2025 19:30:00,BZN|NL,14752.52,17661.81
19/02/2025 19:30:00 - 19/02/2025 19:45:00,BZN|NL,14592.08,17539.98
19/02/2025 19:45:00 - 19/02/2025 20:00:00,BZN|NL,14470.47,17463.46
19/02/2025 20:00:00 - 19/02/2025 20:15:00,BZN|NL,14574.93,17390.04
19/02/2025 20:15:00 - 19/02/2025 20:30:00,BZN|NL,14491.18,17243.33
19/02/2025 20:30:00 - 19/02/2025 20:45:00,BZN|NL,14430.83,17007.69
19/02/2025 20:45:00 - 19/02/2025 21:00:00,BZN|NL,14271.17,16445.88
19/02/2025 21:00:00 - 19/02/2025 21:15:00,BZN|NL,14049.67,15764.92
19/02/2025 21:15:00 - 19/02/2025 21:30:00,BZN|NL,13989.14,15487.74
19/02/2025 21:30:00 - 19/02/2025 21:45:00,BZN|NL,13896.19,15390.53
19/02/2025 21:45:00 - 19/02/2025 22:00:00,BZN|NL,13766.79,15201.24
19/02/2025 22:00:00 - 19/02/2025 22:15:00,BZN|NL,13666.27,14806.83
19/02/2025 22:15:00 - 19/02/2025 22:30:00,BZN|NL,13548.53,14845.64
19/02/2025 22:30:00 - 19/02/2025 22:45:00,BZN|NL,13449.49,14403.45
19/02/2025 22:45:00 - 19/02/2025 23:00:00,BZN|NL,13286.85,14400.87
19/02/2025 23:00:00 - 19/02/2025 23:15:00,BZN|NL,12911.43,13984.14
19/02/2025 23:15:00 - 19/02/2025 23:30:00,BZN|NL,12674.16,13807.3
19/02/2025 23:30:00 - 19/02/2025 23:45:00,BZN|NL,12539.8,13478.96
19/02/2025 23:45:00 - 20/02/2025 00:00:00,BZN|NL,12348.55,13265.7
20/02/2025 00:00:00 - 20/02/2025 00:15:00,BZN|NL,12624.58,12306.42
20/02/2025 00:15:00 - 20/02/2025 00:30:00,BZN|NL,12520.43,12306.6
20/02/2025 00:30:00 - 20/02/2025 00:45:00,BZN|NL,12348.85,11833.97
20/02/2025 00:45:00 - 20/02/2025 01:00:00,BZN|NL,12190.64,11823.68
20/02/2025 01:00:00 - 20/02/2025 01:15:00,BZN|NL,12297.24,11372.22
20/02/2025 01:15:00 - 20/02/2025 01:30:00,BZN|NL,12281.88,11285.06
20/02/2025 01:30:00 - 20/02/2025 01:45:00,BZN|NL,12305.53,11162.8
20/02/2025 01:45:00 - 20/02/2025 02:00:00,BZN|NL,12294.66,11080.04
20/02/2025 02:00:00 - 20/02/2025 02:15:00,BZN|NL,12424.15,10848.34
20/02/2025 02:15:00 - 20/02/2025 02:30:00,BZN|NL,12368.95,10590.05
20/02/2025 02:30:00 - 20/02/2025 02:45:00,BZN|NL,12264.59,10497.88
20/02/2025 02:45:00 - 20/02/2025 03:00:00,BZN|NL,12279.59,10403.64
20/02/2025 03:00:00 - 20/02/2025 03:15:00,BZN|NL,12415.52,10286.1
20/02/2025 03:15:00 - 20/02/2025 03:30:00,BZN|NL,12462.49,10227.52
20/02/2025 03:30:00 - 20/02/2025 03:45:00,BZN|NL,12544.44,10098.42
20/02/2025 03:45:00 - 20/02/2025 04:00:00,BZN|NL,12525.48,10001.31
20/02/2025 04:00:00 - 20/02/2025 04:15:00,BZN|NL,12645.63,9992.09
20/02/2025 04:15:00 - 20/02/2025 04:30:00,BZN|NL,12664.81,10136.43
20/02/2025 04:30:00 - 20/02/2025 04:45:00,BZN|NL,12670.53,10060.81
20/02/2025 04:45:00 - 20/02/2025 05:00:00,BZN|NL,12819.72,10283.82
20/02/2025 05:00:00 - 20/02/2025 05:15:00,BZN|NL,12808.32,10720.08
20/02/2025 05:15:00 - 20/02/2025 05:30:00,BZN|NL,12968.38,11055.08
20/02/2025 05:30:00 - 20/02/2025 05:45:00,BZN|NL,13277.63,11184.75
20/02/2025 05:45:00 - 20/02/2025 06:00:00,BZN|NL,13596.7,11460.28
20/02/2025 06:00:00 - 20/02/2025 06:15:00,BZN|NL,13730.21,11822.28
20/02/2025 06:15:00 - 20/02/2025 06:30:00,BZN|NL,14238.79,12077.94
20/02/2025 06:30:00 - 20/02/2025 06:45:00,BZN|NL,14543.58,12490.09
20/02/2025 06:45:00 - 20/02/2025 07:00:00,BZN|NL,14854.48,13226.82
20/02/2025 07:00:00 - 20/02/2025 07:15:00,BZN|NL,15145.17,13515.91
20/02/2025 07:15:00 - 20/02/2025 07:30:00,BZN|NL,15556.69,13774.61
20/02/2025 07:30:00 - 20/02/2025 07:45:00,BZN|NL,15711.89,13802.5
20/02/2025 07:45:00 - 20/02/2025 08:00:00,BZN|NL,15942.59,14033.4
20/02/2025 08:00:00 - 20/02/2025 08:15:00,BZN|NL,16086.08,14068.99
20/02/2025 08:15:00 - 20/02/2025 08:30:00,BZN|NL,16088.38,14258.75
20/02/2025 08:30:00 - 20/02/2025 08:45:00,BZN|NL,16204.24,14442.46
20/02/2025 08:45:00 - 20/02/2025 09:00:00,BZN|NL,16201.33,14556.35
20/02/2025 09:00:00 - 20/02/2025 09:15:00,BZN|NL,16146.45,14708.76
20/02/2025 09:15:00 - 20/02/2025 09:30:00,BZN|NL,16146.53,14819.09
20/02/2025 09:30:00 - 20/02/2025 09:45:00,BZN|NL,16143.37,14823.24
20/02/2025 09:45:00 - 20/02/2025 10:00:00,BZN|NL,16128.11,14833.38
20/02/2025 10:00:00 - 20/02/2025 10:15:00,BZN|NL,16239.24,14833.23
20/02/2025 10:15:00 - 20/02/2025 10:30:00,BZN|NL,16266.79,14992.29
20/02/2025 10:30:00 - 20/02/2025 10:45:00,BZN|NL,16154.3,14669.44
20/02/2025 10:45:00 - 20/02/2025 11:00:00,BZN|NL,16052.2,14565.65
20/02/2025 11:00:00 - 20/02/2025 11:15:00,BZN|NL,15985.97,14964.63
20/02/2025 11:15:00 - 20/02/2025 11:30:00,BZN|NL,15995.75,15179.02
20/02/2025 11:30:00 - 20/02/2025 11:45:00,BZN|NL,15865.08,15114.75
20/02/2025 11:45:00 - 20/02/2025 12:00:00,BZN|NL,15876.91,15106.78
20/02/2025 12:00:00 - 20/02/2025 12:15:00,BZN|NL,15715.69,15449.39
20/02/2025 12:15:00 - 20/02/2025 12:30:00,BZN|NL,15647.07,15510.57
20/02/2025 12:30:00 - 20/02/2025 12:45:00,BZN|NL,15563.46,15613.57
20/02/2025 12:45:00 - 20/02/2025 13:00:00,BZN|NL,15337.89,15797.75
20/02/2025 13:00:00 - 20/02/2025 13:15:00,BZN|NL,15257.48,15890.96
20/02/2025 13:15:00 - 20/02/2025 13:30:00,BZN|NL,15176.96,15752.95
20/02/2025 13:30:00 - 20/02/2025 13:45:00,BZN|NL,15154.41,15670.51
20/02/2025 13:45:00 - 20/02/2025 14:00:00,BZN|NL,15120.91,15586.63
20/02/2025 14:00:00 - 20/02/2025 14:15:00,BZN|NL,15323.98,15141.31
20/02/2025 14:15:00 - 20/02/2025 14:30:00,BZN|NL,15489.9,15010.65
20/02/2025 14:30:00 - 20/02/2025 14:45:00,BZN|NL,15510.35,15172.08
20/02/2025 14:45:00 - 20/02/2025 15:00:00,BZN|NL,15607.29,15389.2
20/02/2025 15:00:00 - 20/02/2025 15:15:00,BZN|NL,15619.52,14887.23
20/02/2025 15:15:00 - 20/02/2025 15:30:00,BZN|NL,15821.42,14789.24
20/02/2025 15:30:00 - 20/02/2025 15:45:00,BZN|NL,16039.02,14927.21
20/02/2025 15:45:00 - 20/02/2025 16:00:00,BZN|NL,16131.54,14911.52
20/02/2025 16:00:00 - 20/02/2025 16:15:00,BZN|NL,15977.84,14958.57
20/02/2025 16:15:00 - 20/02/2025 16:30:00,BZN|NL,16150.05,15236.11
20/02/2025 16:30:00 - 20/02/2025 16:45:00,BZN|NL,16305.72,15448.58
20/02/2025 16:45:00 - 20/02/2025 17:00:00,BZN|NL,16409.87,15617.04
20/02/2025 17:00:00 - 20/02/2025 17:15:00,BZN|NL,16271.88,15863.19
20/02/2025 17:15:00 - 20/02/2025 17:30:00,BZN|NL,16396.74,16059.47
20/02/2025 17:30:00 - 20/02/2025 17:45:00,BZN|NL,16650.42,16288.44
20/02/2025 17:45:00 - 20/02/2025 18:00:00,BZN|NL,16881.89,16380.81
20/02/2025 18:00:00 - 20/02/2025 18:15:00,BZN|NL,16915.69,16450.56
20/02/2025 18:15:00 - 20/02/2025 18:30:00,BZN|NL,16995.61,16880.22
20/02/2025 18:30:00 - 20/02/2025 18:45:00,BZN|NL,16980.63,16644.74
20/02/2025 18:45:00 - 20/02/2025 19:00:00,BZN|NL,16952.39,16620.71
20/02/2025 19:00:00 - 20/02/2025 19:15:00,BZN|NL,17035.14,17067.5
20/02/2025 19:15:00 - 20/02/2025 19:30:00,BZN|NL,17124.92,16976.45
20/02/2025 19:30:00 - 20/02/2025 19:45:00,BZN|NL,16928.32,16913.66
20/02/2025 19:45:00 - 20/02/2025 20:00:00,BZN|NL,16805.89,16720.51
20/02/2025 20:00:00 - 20/02/2025 20:15:00,BZN|NL,16928.95,16756.53
20/02/2025 20:15:00 - 20/02/2025 20:30:00,BZN|NL,16861.78,16631.94
20/02/2025 20:30:00 - 20/02/2025 20:45:00,BZN|NL,16717.47,16361.09
20/02/2025 20:45:00 - 20/02/2025 21:00:00,BZN|NL,16530.48,16287.14
20/02/2025 21:00:00 - 20/02/2025 21:15:00,BZN|NL,16257.79,16143.02
20/02/2025 21:15:00 - 20/02/2025 21:30:00,BZN|NL,16122.25,15954.41
20/02/2025 21:30:00 - 20/02/2025 21:45:00,BZN|NL,15770.61,15776.63
20/02/2025 21:45:00 - 20/02/2025 22:00:00,BZN|NL,15366.69,15501.13
20/02/2025 22:00:00 - 20/02/2025 22:15:00,BZN|NL,14946.72,15558.53
20/02/2025 22:15:00 - 20/02/2025 22:30:00,BZN|NL,14722.28,15369.12
20/02/2025 22:30:00 - 20/02/2025 22:45:00,BZN|NL,14584.7,15219.13
20/02/2025 22:45:00 - 20/02/2025 23:00:00,BZN|NL,14369.71,14928.24
20/02/2025 23:00:00 - 20/02/2025 23:15:00,BZN|NL,13912.64,14496.22
20/02/2025 23:15:00 - 20/02/2025 23:30:00,BZN|NL,13560.03,14163.83
20/02/2025 23:30:00 - 20/02/2025 23:45:00,BZN|NL,13215.1,14033.18
20/02/2025 23:45:00 - 21/02/2025 00:00:00,BZN|NL,12883.45,13975.24
21/02/2025 00:00:00 - 21/02/2025 00:15:00,BZN|NL,12775.54,13433.12
21/02/2025 00:15:00 - 21/02/2025 00:30:00,BZN|NL,12615.13,13078.15
21/02/2025 00:30:00 - 21/02/2025 00:45:00,BZN|NL,12420.53,12864.86
21/02/2025 00:45:00 - 21/02/2025 01:00:00,BZN|NL,12355.12,12563.12
21/02/2025 01:00:00 - 21/02/2025 01:15:00,BZN|NL,12399.35,12121.71
21/02/2025 01:15:00 - 21/02/2025 01:30:00,BZN|NL,12418.64,11936.11
21/02/2025 01:30:00 - 21/02/2025 01:45:00,BZN|NL,12484.23,11736.35
21/02/2025 01:45:00 - 21/02/2025 02:00:00,BZN|NL,12400.88,11545.5
21/02/2025 02:00:00 - 21/02/2025 02:15:00,BZN|NL,12372.21,11002.4
21/02/2025 02:15:00 - 21/02/2025 02:30:00,BZN|NL,12342.43,10754.85
21/02/2025 02:30:00 - 21/02/2025 02:45:00,BZN|NL,12348.28,10683.11
21/02/2025 02:45:00 - 21/02/2025 03:00:00,BZN|NL,12258.28,10571.71
21/02/2025 03:00:00 - 21/02/2025 03:15:00,BZN|NL,12236.3,10614.19
21/02/2025 03:15:00 - 21/02/2025 03:30:00,BZN|NL,12246.55,10443.38
21/02/2025 03:30:00 - 21/02/2025 03:45:00,BZN|NL,12189.12,10366.23
21/02/2025 03:45:00 - 21/02/2025 04:00:00,BZN|NL,12097.71,10372.39
21/02/2025 04:00:00 - 21/02/2025 04:15:00,BZN|NL,12270.2,10283.17
21/02/2025 04:15:00 - 21/02/2025 04:30:00,BZN|NL,12367.3,10492.32
21/02/2025 04:30:00 - 21/02/2025 04:45:00,BZN|NL,12273.19,10424.62
21/02/2025 04:45:00 - 21/02/2025 05:00:00,BZN|NL,12346.93,10538.71
21/02/2025 05:00:00 - 21/02/2025 05:15:00,BZN|NL,12433.27,10675.28
21/02/2025 05:15:00 - 21/02/2025 05:30:00,BZN|NL,12644.98,10789.58
21/02/2025 05:30:00 - 21/02/2025 05:45:00,BZN|NL,12867.87,11069.15
21/02/2025 05:45:00 - 21/02/2025 06:00:00,BZN|NL,13048.15,11376.28
21/02/2025 06:00:00 - 21/02/2025 06:15:00,BZN|NL,13037.91,11658.14
21/02/2025 06:15:00 - 21/02/2025 06:30:00,BZN|NL,13578.76,12417.19
21/02/2025 06:30:00 - 21/02/2025 06:45:00,BZN|NL,13843.07,12690.87
21/02/2025 06:45:00 - 21/02/2025 07:00:00,BZN|NL,14107.34,12993.94
21/02/2025 07:00:00 - 21/02/2025 07:15:00,BZN|NL,14246.06,13128.84
21/02/2025 07:15:00 - 21/02/2025 07:30:00,BZN|NL,14388.22,13453.98
21/02/2025 07:30:00 - 21/02/2025 07:45:00,BZN|NL,14554.06,13673.08
21/02/2025 07:45:00 - 21/02/2025 08:00:00,BZN|NL,14760.63,13641.61
21/02/2025 08:00:00 - 21/02/2025 08:15:00,BZN|NL,14714.15,13815.2
21/02/2025 08:15:00 - 21/02/2025 08:30:00,BZN|NL,14733.73,13952.09
21/02/2025 08:30:00 - 21/02/2025 08:45:00,BZN|NL,14754.77,14127.17
21/02/2025 08:45:00 - 21/02/2025 09:00:00,BZN|NL,14730.76,14531.27
21/02/2025 09:00:00 - 21/02/2025 09:15:00,BZN|NL,14778.66,15052.39
21/02/2025 09:15:00 - 21/02/2025 09:30:00,BZN|NL,14751.57,15554.87
21/02/2025 09:30:00 - 21/02/2025 09:45:00,BZN|NL,14727.42,15751.58
21/02/2025 09:45:00 - 21/02/2025 10:00:00,BZN|NL,14629.87,15819.91
21/02/2025 10:00:00 - 21/02/2025 10:15:00,BZN|NL,14608.81,16697.38
21/02/2025 10:15:00 - 21/02/2025 10:30:00,BZN|NL,14563.8,17132.4
21/02/2025 10:30:00 - 21/02/2025 10:45:00,BZN|NL,14457.5,17238.03
21/02/2025 10:45:00 - 21/02/2025 11:00:00,BZN|NL,14291.05,17117.09
21/02/2025 11:00:00 - 21/02/2025 11:15:00,BZN|NL,14427.14,17580.6
21/02/2025 11:15:00 - 21/02/2025 11:30:00,BZN|NL,14454.82,17665.92
21/02/2025 11:30:00 - 21/02/2025 11:45:00,BZN|NL,14327.63,17868.48
21/02/2025 11:45:00 - 21/02/2025 12:00:00,BZN|NL,14255.05,17696.24
21/02/2025 12:00:00 - 21/02/2025 12:15:00,BZN|NL,14288.88,18281.74
21/02/2025 12:15:00 - 21/02/2025 12:30:00,BZN|NL,14207.58,18392.68
21/02/2025 12:30:00 - 21/02/2025 12:45:00,BZN|NL,14216.87,18584.14
21/02/2025 12:45:00 - 21/02/2025 13:00:00,BZN|NL,14343.28,18473.93
21/02/2025 13:00:00 - 21/02/2025 13:15:00,BZN|NL,14175.76,18250.58
21/02/2025 13:15:00 - 21/02/2025 13:30:00,BZN|NL,14207.13,18410.67
21/02/2025 13:30:00 - 21/02/2025 13:45:00,BZN|NL,14340.95,18151.82
21/02/2025 13:45:00 - 21/02/2025 14:00:00,BZN|NL,14263.64,17847.71
21/02/2025 14:00:00 - 21/02/2025 14:15:00,BZN|NL,14002.95,17531.35
21/02/2025 14:15:00 - 21/02/2025 14:30:00,BZN|NL,14079.05,17169.89
21/02/2025 14:30:00 - 21/02/2025 14:45:00,BZN|NL,14033.47,16744.95
21/02/2025 14:45:00 - 21/02/2025 15:00:00,BZN|NL,14170.69,16378.26
21/02/2025 15:00:00 - 21/02/2025 15:15:00,BZN|NL,14275.01,15654.75
21/02/2025 15:15:00 - 21/02/2025 15:30:00,BZN|NL,14383.87,15293.13
21/02/2025 15:30:00 - 21/02/2025 15:45:00,BZN|NL,14370.57,15147.79
21/02/2025 15:45:00 - 21/02/2025 16:00:00,BZN|NL,14348.31,15187.14
21/02/2025 16:00:00 - 21/02/2025 16:15:00,BZN|NL,14088.49,14816.17
21/02/2025 16:15:00 - 21/02/2025 16:30:00,BZN|NL,14133.16,14652.13
21/02/2025 16:30:00 - 21/02/2025 16:45:00,BZN|NL,14101.97,14730.22
21/02/2025 16:45:00 - 21/02/2025 17:00:00,BZN|NL,14106.69,14863.56
21/02/2025 17:00:00 - 21/02/2025 17:15:00,BZN|NL,13994.52,14499.69
21/02/2025 17:15:00 - 21/02/2025 17:30:00,BZN|NL,14162.32,14256.87
21/02/2025 17:30:00 - 21/02/2025 17:45:00,BZN|NL,14339.04,14237.2
21/02/2025 17:45:00 - 21/02/2025 18:00:00,BZN|NL,14477.26,14236.72
21/02/2025 18:00:00 - 21/02/2025 18:15:00,BZN|NL,14507.6,14646.02
21/02/2025 18:15:00 - 21/02/2025 18:30:00,BZN|NL,14357.87,14882.08
21/02/2025 18:30:00 - 21/02/2025 18:45:00,BZN|NL,14318.44,14852.02
21/02/2025 18:45:00 - 21/02/2025 19:00:00,BZN|NL,14348.59,14763.48
21/02/2025 19:00:00 - 21/02/2025 19:15:00,BZN|NL,14445.31,14796.89
21/02/2025 19:15:00 - 21/02/2025 19:30:00,BZN|NL,14400.66,14523.82
21/02/2025 19:30:00 - 21/02/2025 19:45:00,BZN|NL,14359.66,14415.64
21/02/2025 19:45:00 - 21/02/2025 20:00:00,BZN|NL,14231.41,14096.24
21/02/2025 20:00:00 - 21/02/2025 20:15:00,BZN|NL,14146.59,14252.05
21/02/2025 20:15:00 - 21/02/2025 20:30:00,BZN|NL,13992.29,14170.03
21/02/2025 20:30:00 - 21/02/2025 20:45:00,BZN|NL,13971.09,13953.39
21/02/2025 20:45:00 - 21/02/2025 21:00:00,BZN|NL,13791.59,13790.22
21/02/2025 21:00:00 - 21/02/2025 21:15:00,BZN|NL,13834.82,13452.55
21/02/2025 21:15:00 - 21/02/2025 21:30:00,BZN|NL,13815.34,13087.45
21/02/2025 21:30:00 - 21/02/2025 21:45:00,BZN|NL,13738.19,12726.11
21/02/2025 21:45:00 - 21/02/2025 22:00:00,BZN|NL,13664.57,12556.28
21/02/2025 22:00:00 - 21/02/2025 22:15:00,BZN|NL,13685.32,12247.72
21/02/2025 22:15:00 - 21/02/2025 22:30:00,BZN|NL,13637.02,12182.71
21/02/2025 22:30:00 - 21/02/2025 22:45:00,BZN|NL,13609.98,11988.28
21/02/2025 22:45:00 - 21/02/2025 23:00:00,BZN|NL,13485.13,11835.5
21/02/2025 23:00:00 - 21/02/2025 23:15:00,BZN|NL,13186.22,11648.61
