"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"08/01/2026 11:15:00 - 08/01/2026 11:30:00","BZN|NL","Without Sequence","200.20","",""
"08/01/2026 11:30:00 - 08/01/2026 11:45:00","BZN|NL","Without Sequence","207.29","",""
"08/01/2026 11:45:00 - 08/01/2026 12:00:00","BZN|NL","Without Sequence","205.31","",""
"08/01/2026 12:00:00 - 08/01/2026 12:15:00","BZN|NL","Without Sequence","210.14","",""
"08/01/2026 12:15:00 - 08/01/2026 12:30:00","BZN|NL","Without Sequence","210.29","",""
"08/01/2026 12:30:00 - 08/01/2026 12:45:00","BZN|NL","Without Sequence","211.31","",""
"08/01/2026 12:45:00 - 08/01/2026 13:00:00","BZN|NL","Without Sequence","226.00","",""
"08/01/2026 13:00:00 - 08/01/2026 13:15:00","BZN|NL","Without Sequence","208.20","",""
"08/01/2026 13:15:00 - 08/01/2026 13:30:00","BZN|NL","Without Sequence","226.07","",""
"08/01/2026 13:30:00 - 08/01/2026 13:45:00","BZN|NL","Without Sequence","231.13","",""
"08/01/2026 13:45:00 - 08/01/2026 14:00:00","BZN|NL","Without Sequence","234.60","",""
"08/01/2026 14:00:00 - 08/01/2026 14:15:00","BZN|NL","Without Sequence","217.17","",""
"08/01/2026 14:15:00 - 08/01/2026 14:30:00","BZN|NL","Without Sequence","248.35","",""
"08/01/2026 14:30:00 - 08/01/2026 14:45:00","BZN|NL","Without Sequence","273.13","",""
"08/01/2026 14:45:00 - 08/01/2026 15:00:00","BZN|NL","Without Sequence","257.38","",""
"08/01/2026 15:00:00 - 08/01/2026 15:15:00","BZN|NL","Without Sequence","237.03","",""
"08/01/2026 15:15:00 - 08/01/2026 15:30:00","BZN|NL","Without Sequence","252.28","",""
"08/01/2026 15:30:00 - 08/01/2026 15:45:00","BZN|NL","Without Sequence","247.47","",""
"08/01/2026 15:45:00 - 08/01/2026 16:00:00","BZN|NL","Without Sequence","252.64","",""
"08/01/2026 16:00:00 - 08/01/2026 16:15:00","BZN|NL","Without Sequence","215.85","",""
"08/01/2026 16:15:00 - 08/01/2026 16:30:00","BZN|NL","Without Sequence","231.10","",""
"08/01/2026 16:30:00 - 08/01/2026 16:45:00","BZN|NL","Without Sequence","260.01","",""
"08/01/2026 16:45:00 - 08/01/2026 17:00:00","BZN|NL","Without Sequence","286.08","",""
"08/01/2026 17:00:00 - 08/01/2026 17:15:00","BZN|NL","Without Sequence","243.88","",""
"08/01/2026 17:15:00 - 08/01/2026 17:30:00","BZN|NL","Without Sequence","250.04","",""
"08/01/2026 17:30:00 - 08/01/2026 17:45:00","BZN|NL","Without Sequence","216.58","",""
"08/01/2026 17:45:00 - 08/01/2026 18:00:00","BZN|NL","Without Sequence","189.50","",""
"08/01/2026 18:00:00 - 08/01/2026 18:15:00","BZN|NL","Without Sequence","262.59","",""
"08/01/2026 18:15:00 - 08/01/2026 18:30:00","BZN|NL","Without Sequence","195.58","",""
"08/01/2026 18:30:00 - 08/01/2026 18:45:00","BZN|NL","Without Sequence","176.29","",""
"08/01/2026 18:45:00 - 08/01/2026 19:00:00","BZN|NL","Without Sequence","142.00","",""
"08/01/2026 19:00:00 - 08/01/2026 19:15:00","BZN|NL","Without Sequence","171.24","",""
"08/01/2026 19:15:00 - 08/01/2026 19:30:00","BZN|NL","Without Sequence","163.37","",""
"08/01/2026 19:30:00 - 08/01/2026 19:45:00","BZN|NL","Without Sequence","114.17","",""
"08/01/2026 19:45:00 - 08/01/2026 20:00:00","BZN|NL","Without Sequence","94.08","",""
"08/01/2026 20:00:00 - 08/01/2026 20:15:00","BZN|NL","Without Sequence","127.39","",""
"08/01/2026 20:15:00 - 08/01/2026 20:30:00","BZN|NL","Without Sequence","100.41","",""
"08/01/2026 20:30:00 - 08/01/2026 20:45:00","BZN|NL","Without Sequence","86.02","",""
"08/01/2026 20:45:00 - 08/01/2026 21:00:00","BZN|NL","Without Sequence","82.76","",""
"08/01/2026 21:00:00 - 08/01/2026 21:15:00","BZN|NL","Without Sequence","100.31","",""
"08/01/2026 21:15:00 - 08/01/2026 21:30:00","BZN|NL","Without Sequence","94.36","",""
"08/01/2026 21:30:00 - 08/01/2026 21:45:00","BZN|NL","Without Sequence","88.01","",""
"08/01/2026 21:45:00 - 08/01/2026 22:00:00","BZN|NL","Without Sequence","82.51","",""
"08/01/2026 22:00:00 - 08/01/2026 22:15:00","BZN|NL","Without Sequence","99.81","",""
"08/01/2026 22:15:00 - 08/01/2026 22:30:00","BZN|NL","Without Sequence","87.89","",""
"08/01/2026 22:30:00 - 08/01/2026 22:45:00","BZN|NL","Without Sequence","86.15","",""
"08/01/2026 22:45:00 - 08/01/2026 23:00:00","BZN|NL","Without Sequence","79.62","",""
"08/01/2026 23:00:00 - 08/01/2026 23:15:00","BZN|NL","Without Sequence","91.51","",""
"08/01/2026 23:15:00 - 08/01/2026 23:30:00","BZN|NL","Without Sequence","82.40","",""
"08/01/2026 23:30:00 - 08/01/2026 23:45:00","BZN|NL","Without Sequence","70.60","",""
"08/01/2026 23:45:00 - 09/01/2026 00:00:00","BZN|NL","Without Sequence","70.60","",""
"09/01/2026 00:00:00 - 09/01/2026 00:15:00","BZN|NL","Without Sequence","95.49","",""
"09/01/2026 00:15:00 - 09/01/2026 00:30:00","BZN|NL","Without Sequence","80.23","",""
"09/01/2026 00:30:00 - 09/01/2026 00:45:00","BZN|NL","Without Sequence","70.01","",""
"09/01/2026 00:45:00 - 09/01/2026 01:00:00","BZN|NL","Without Sequence","69.78","",""
"09/01/2026 01:00:00 - 09/01/2026 01:15:00","BZN|NL","Without Sequence","75.48","",""
"09/01/2026 01:15:00 - 09/01/2026 01:30:00","BZN|NL","Without Sequence","74.15","",""
"09/01/2026 01:30:00 - 09/01/2026 01:45:00","BZN|NL","Without Sequence","69.98","",""
"09/01/2026 01:45:00 - 09/01/2026 02:00:00","BZN|NL","Without Sequence","63.06","",""
"09/01/2026 02:00:00 - 09/01/2026 02:15:00","BZN|NL","Without Sequence","64.19","",""
"09/01/2026 02:15:00 - 09/01/2026 02:30:00","BZN|NL","Without Sequence","56.10","",""
"09/01/2026 02:30:00 - 09/01/2026 02:45:00","BZN|NL","Without Sequence","48.85","",""
"09/01/2026 02:45:00 - 09/01/2026 03:00:00","BZN|NL","Without Sequence","47.08","",""
"09/01/2026 03:00:00 - 09/01/2026 03:15:00","BZN|NL","Without Sequence","51.58","",""
"09/01/2026 03:15:00 - 09/01/2026 03:30:00","BZN|NL","Without Sequence","47.21","",""
"09/01/2026 03:30:00 - 09/01/2026 03:45:00","BZN|NL","Without Sequence","45.36","",""
"09/01/2026 03:45:00 - 09/01/2026 04:00:00","BZN|NL","Without Sequence","42.16","",""
"09/01/2026 04:00:00 - 09/01/2026 04:15:00","BZN|NL","Without Sequence","45.81","",""
"09/01/2026 04:15:00 - 09/01/2026 04:30:00","BZN|NL","Without Sequence","45.81","",""
"09/01/2026 04:30:00 - 09/01/2026 04:45:00","BZN|NL","Without Sequence","48.22","",""
"09/01/2026 04:45:00 - 09/01/2026 05:00:00","BZN|NL","Without Sequence","51.54","",""
"09/01/2026 05:00:00 - 09/01/2026 05:15:00","BZN|NL","Without Sequence","49.91","",""
"09/01/2026 05:15:00 - 09/01/2026 05:30:00","BZN|NL","Without Sequence","53.43","",""
"09/01/2026 05:30:00 - 09/01/2026 05:45:00","BZN|NL","Without Sequence","59.40","",""
"09/01/2026 05:45:00 - 09/01/2026 06:00:00","BZN|NL","Without Sequence","67.91","",""
"09/01/2026 06:00:00 - 09/01/2026 06:15:00","BZN|NL","Without Sequence","65.33","",""
"09/01/2026 06:15:00 - 09/01/2026 06:30:00","BZN|NL","Without Sequence","77.96","",""
"09/01/2026 06:30:00 - 09/01/2026 06:45:00","BZN|NL","Without Sequence","81.03","",""
"09/01/2026 06:45:00 - 09/01/2026 07:00:00","BZN|NL","Without Sequence","86.56","",""
"09/01/2026 07:00:00 - 09/01/2026 07:15:00","BZN|NL","Without Sequence","79.49","",""
"09/01/2026 07:15:00 - 09/01/2026 07:30:00","BZN|NL","Without Sequence","88.08","",""
"09/01/2026 07:30:00 - 09/01/2026 07:45:00","BZN|NL","Without Sequence","91.15","",""
"09/01/2026 07:45:00 - 09/01/2026 08:00:00","BZN|NL","Without Sequence","98.04","",""
"09/01/2026 08:00:00 - 09/01/2026 08:15:00","BZN|NL","Without Sequence","89.48","",""
"09/01/2026 08:15:00 - 09/01/2026 08:30:00","BZN|NL","Without Sequence","94.31","",""
"09/01/2026 08:30:00 - 09/01/2026 08:45:00","BZN|NL","Without Sequence","95.62","",""
"09/01/2026 08:45:00 - 09/01/2026 09:00:00","BZN|NL","Without Sequence","91.07","",""
"09/01/2026 09:00:00 - 09/01/2026 09:15:00","BZN|NL","Without Sequence","94.34","",""
"09/01/2026 09:15:00 - 09/01/2026 09:30:00","BZN|NL","Without Sequence","92.26","",""
"09/01/2026 09:30:00 - 09/01/2026 09:45:00","BZN|NL","Without Sequence","89.72","",""
"09/01/2026 09:45:00 - 09/01/2026 10:00:00","BZN|NL","Without Sequence","92.80","",""
"09/01/2026 10:00:00 - 09/01/2026 10:15:00","BZN|NL","Without Sequence","102.00","",""
"09/01/2026 10:15:00 - 09/01/2026 10:30:00","BZN|NL","Without Sequence","94.98","",""
"09/01/2026 10:30:00 - 09/01/2026 10:45:00","BZN|NL","Without Sequence","111.85","",""
"09/01/2026 10:45:00 - 09/01/2026 11:00:00","BZN|NL","Without Sequence","103.40","",""
"09/01/2026 11:00:00 - 09/01/2026 11:15:00","BZN|NL","Without Sequence","114.20","",""
"09/01/2026 11:15:00 - 09/01/2026 11:30:00","BZN|NL","Without Sequence","104.63","",""
"09/01/2026 11:30:00 - 09/01/2026 11:45:00","BZN|NL","Without Sequence","94.70","",""
"09/01/2026 11:45:00 - 09/01/2026 12:00:00","BZN|NL","Without Sequence","100.10","",""
"09/01/2026 12:00:00 - 09/01/2026 12:15:00","BZN|NL","Without Sequence","104.24","",""
"09/01/2026 12:15:00 - 09/01/2026 12:30:00","BZN|NL","Without Sequence","90.23","",""
"09/01/2026 12:30:00 - 09/01/2026 12:45:00","BZN|NL","Without Sequence","94.40","",""
"09/01/2026 12:45:00 - 09/01/2026 13:00:00","BZN|NL","Without Sequence","93.50","",""
"09/01/2026 13:00:00 - 09/01/2026 13:15:00","BZN|NL","Without Sequence","99.00","",""
"09/01/2026 13:15:00 - 09/01/2026 13:30:00","BZN|NL","Without Sequence","91.63","",""
"09/01/2026 13:30:00 - 09/01/2026 13:45:00","BZN|NL","Without Sequence","91.63","",""
"09/01/2026 13:45:00 - 09/01/2026 14:00:00","BZN|NL","Without Sequence","92.78","",""
"09/01/2026 14:00:00 - 09/01/2026 14:15:00","BZN|NL","Without Sequence","98.02","",""
"09/01/2026 14:15:00 - 09/01/2026 14:30:00","BZN|NL","Without Sequence","96.89","",""
"09/01/2026 14:30:00 - 09/01/2026 14:45:00","BZN|NL","Without Sequence","91.37","",""
"09/01/2026 14:45:00 - 09/01/2026 15:00:00","BZN|NL","Without Sequence","89.87","",""
"09/01/2026 15:00:00 - 09/01/2026 15:15:00","BZN|NL","Without Sequence","88.45","",""
"09/01/2026 15:15:00 - 09/01/2026 15:30:00","BZN|NL","Without Sequence","88.50","",""
"09/01/2026 15:30:00 - 09/01/2026 15:45:00","BZN|NL","Without Sequence","94.11","",""
"09/01/2026 15:45:00 - 09/01/2026 16:00:00","BZN|NL","Without Sequence","92.78","",""
"09/01/2026 16:00:00 - 09/01/2026 16:15:00","BZN|NL","Without Sequence","87.27","",""
"09/01/2026 16:15:00 - 09/01/2026 16:30:00","BZN|NL","Without Sequence","88.56","",""
"09/01/2026 16:30:00 - 09/01/2026 16:45:00","BZN|NL","Without Sequence","94.10","",""
"09/01/2026 16:45:00 - 09/01/2026 17:00:00","BZN|NL","Without Sequence","96.37","",""
"09/01/2026 17:00:00 - 09/01/2026 17:15:00","BZN|NL","Without Sequence","92.78","",""
"09/01/2026 17:15:00 - 09/01/2026 17:30:00","BZN|NL","Without Sequence","94.03","",""
"09/01/2026 17:30:00 - 09/01/2026 17:45:00","BZN|NL","Without Sequence","94.11","",""
"09/01/2026 17:45:00 - 09/01/2026 18:00:00","BZN|NL","Without Sequence","95.08","",""
"09/01/2026 18:00:00 - 09/01/2026 18:15:00","BZN|NL","Without Sequence","90.10","",""
"09/01/2026 18:15:00 - 09/01/2026 18:30:00","BZN|NL","Without Sequence","93.87","",""
"09/01/2026 18:30:00 - 09/01/2026 18:45:00","BZN|NL","Without Sequence","94.12","",""
"09/01/2026 18:45:00 - 09/01/2026 19:00:00","BZN|NL","Without Sequence","89.42","",""
"09/01/2026 19:00:00 - 09/01/2026 19:15:00","BZN|NL","Without Sequence","90.19","",""
"09/01/2026 19:15:00 - 09/01/2026 19:30:00","BZN|NL","Without Sequence","87.19","",""
"09/01/2026 19:30:00 - 09/01/2026 19:45:00","BZN|NL","Without Sequence","85.84","",""
"09/01/2026 19:45:00 - 09/01/2026 20:00:00","BZN|NL","Without Sequence","86.87","",""
"09/01/2026 20:00:00 - 09/01/2026 20:15:00","BZN|NL","Without Sequence","86.90","",""
"09/01/2026 20:15:00 - 09/01/2026 20:30:00","BZN|NL","Without Sequence","85.55","",""
"09/01/2026 20:30:00 - 09/01/2026 20:45:00","BZN|NL","Without Sequence","84.89","",""
"09/01/2026 20:45:00 - 09/01/2026 21:00:00","BZN|NL","Without Sequence","83.46","",""
"09/01/2026 21:00:00 - 09/01/2026 21:15:00","BZN|NL","Without Sequence","91.45","",""
"09/01/2026 21:15:00 - 09/01/2026 21:30:00","BZN|NL","Without Sequence","85.67","",""
"09/01/2026 21:30:00 - 09/01/2026 21:45:00","BZN|NL","Without Sequence","84.59","",""
"09/01/2026 21:45:00 - 09/01/2026 22:00:00","BZN|NL","Without Sequence","80.69","",""
"09/01/2026 22:00:00 - 09/01/2026 22:15:00","BZN|NL","Without Sequence","91.67","",""
"09/01/2026 22:15:00 - 09/01/2026 22:30:00","BZN|NL","Without Sequence","83.59","",""
"09/01/2026 22:30:00 - 09/01/2026 22:45:00","BZN|NL","Without Sequence","83.42","",""
"09/01/2026 22:45:00 - 09/01/2026 23:00:00","BZN|NL","Without Sequence","81.32","",""
"09/01/2026 23:00:00 - 09/01/2026 23:15:00","BZN|NL","Without Sequence","82.80","",""
"09/01/2026 23:15:00 - 09/01/2026 23:30:00","BZN|NL","Without Sequence","78.34","",""
"09/01/2026 23:30:00 - 09/01/2026 23:45:00","BZN|NL","Without Sequence","78.98","",""
"09/01/2026 23:45:00 - 10/01/2026 00:00:00","BZN|NL","Without Sequence","78.98","",""
"10/01/2026 00:00:00 - 10/01/2026 00:15:00","BZN|NL","Without Sequence","83.69","",""
"10/01/2026 00:15:00 - 10/01/2026 00:30:00","BZN|NL","Without Sequence","78.28","",""
"10/01/2026 00:30:00 - 10/01/2026 00:45:00","BZN|NL","Without Sequence","70.08","",""
"10/01/2026 00:45:00 - 10/01/2026 01:00:00","BZN|NL","Without Sequence","68.61","",""
"10/01/2026 01:00:00 - 10/01/2026 01:15:00","BZN|NL","Without Sequence","71.70","",""
"10/01/2026 01:15:00 - 10/01/2026 01:30:00","BZN|NL","Without Sequence","70.55","",""
"10/01/2026 01:30:00 - 10/01/2026 01:45:00","BZN|NL","Without Sequence","69.40","",""
"10/01/2026 01:45:00 - 10/01/2026 02:00:00","BZN|NL","Without Sequence","67.71","",""
"10/01/2026 02:00:00 - 10/01/2026 02:15:00","BZN|NL","Without Sequence","67.69","",""
"10/01/2026 02:15:00 - 10/01/2026 02:30:00","BZN|NL","Without Sequence","66.11","",""
"10/01/2026 02:30:00 - 10/01/2026 02:45:00","BZN|NL","Without Sequence","65.63","",""
"10/01/2026 02:45:00 - 10/01/2026 03:00:00","BZN|NL","Without Sequence","65.52","",""
"10/01/2026 03:00:00 - 10/01/2026 03:15:00","BZN|NL","Without Sequence","67.12","",""
"10/01/2026 03:15:00 - 10/01/2026 03:30:00","BZN|NL","Without Sequence","66.38","",""
"10/01/2026 03:30:00 - 10/01/2026 03:45:00","BZN|NL","Without Sequence","66.94","",""
"10/01/2026 03:45:00 - 10/01/2026 04:00:00","BZN|NL","Without Sequence","65.70","",""
"10/01/2026 04:00:00 - 10/01/2026 04:15:00","BZN|NL","Without Sequence","66.72","",""
"10/01/2026 04:15:00 - 10/01/2026 04:30:00","BZN|NL","Without Sequence","66.41","",""
"10/01/2026 04:30:00 - 10/01/2026 04:45:00","BZN|NL","Without Sequence","65.99","",""
"10/01/2026 04:45:00 - 10/01/2026 05:00:00","BZN|NL","Without Sequence","66.93","",""
"10/01/2026 05:00:00 - 10/01/2026 05:15:00","BZN|NL","Without Sequence","68.23","",""
"10/01/2026 05:15:00 - 10/01/2026 05:30:00","BZN|NL","Without Sequence","67.40","",""
"10/01/2026 05:30:00 - 10/01/2026 05:45:00","BZN|NL","Without Sequence","69.47","",""
"10/01/2026 05:45:00 - 10/01/2026 06:00:00","BZN|NL","Without Sequence","70.81","",""
"10/01/2026 06:00:00 - 10/01/2026 06:15:00","BZN|NL","Without Sequence","66.54","",""
"10/01/2026 06:15:00 - 10/01/2026 06:30:00","BZN|NL","Without Sequence","70.30","",""
"10/01/2026 06:30:00 - 10/01/2026 06:45:00","BZN|NL","Without Sequence","71.40","",""
"10/01/2026 06:45:00 - 10/01/2026 07:00:00","BZN|NL","Without Sequence","78.28","",""
"10/01/2026 07:00:00 - 10/01/2026 07:15:00","BZN|NL","Without Sequence","73.37","",""
"10/01/2026 07:15:00 - 10/01/2026 07:30:00","BZN|NL","Without Sequence","76.80","",""
"10/01/2026 07:30:00 - 10/01/2026 07:45:00","BZN|NL","Without Sequence","79.47","",""
"10/01/2026 07:45:00 - 10/01/2026 08:00:00","BZN|NL","Without Sequence","82.36","",""
"10/01/2026 08:00:00 - 10/01/2026 08:15:00","BZN|NL","Without Sequence","80.84","",""
"10/01/2026 08:15:00 - 10/01/2026 08:30:00","BZN|NL","Without Sequence","82.89","",""
"10/01/2026 08:30:00 - 10/01/2026 08:45:00","BZN|NL","Without Sequence","88.46","",""
"10/01/2026 08:45:00 - 10/01/2026 09:00:00","BZN|NL","Without Sequence","92.02","",""
"10/01/2026 09:00:00 - 10/01/2026 09:15:00","BZN|NL","Without Sequence","90.47","",""
"10/01/2026 09:15:00 - 10/01/2026 09:30:00","BZN|NL","Without Sequence","93.04","",""
"10/01/2026 09:30:00 - 10/01/2026 09:45:00","BZN|NL","Without Sequence","91.74","",""
"10/01/2026 09:45:00 - 10/01/2026 10:00:00","BZN|NL","Without Sequence","89.12","",""
"10/01/2026 10:00:00 - 10/01/2026 10:15:00","BZN|NL","Without Sequence","90.28","",""
"10/01/2026 10:15:00 - 10/01/2026 10:30:00","BZN|NL","Without Sequence","90.04","",""
"10/01/2026 10:30:00 - 10/01/2026 10:45:00","BZN|NL","Without Sequence","95.79","",""
"10/01/2026 10:45:00 - 10/01/2026 11:00:00","BZN|NL","Without Sequence","96.31","",""
"10/01/2026 11:00:00 - 10/01/2026 11:15:00","BZN|NL","Without Sequence","90.74","",""
"10/01/2026 11:15:00 - 10/01/2026 11:30:00","BZN|NL","Without Sequence","94.60","",""
"10/01/2026 11:30:00 - 10/01/2026 11:45:00","BZN|NL","Without Sequence","97.48","",""
"10/01/2026 11:45:00 - 10/01/2026 12:00:00","BZN|NL","Without Sequence","97.22","",""
"10/01/2026 12:00:00 - 10/01/2026 12:15:00","BZN|NL","Without Sequence","94.25","",""
"10/01/2026 12:15:00 - 10/01/2026 12:30:00","BZN|NL","Without Sequence","97.02","",""
"10/01/2026 12:30:00 - 10/01/2026 12:45:00","BZN|NL","Without Sequence","96.87","",""
"10/01/2026 12:45:00 - 10/01/2026 13:00:00","BZN|NL","Without Sequence","95.83","",""
"10/01/2026 13:00:00 - 10/01/2026 13:15:00","BZN|NL","Without Sequence","95.23","",""
"10/01/2026 13:15:00 - 10/01/2026 13:30:00","BZN|NL","Without Sequence","97.02","",""
"10/01/2026 13:30:00 - 10/01/2026 13:45:00","BZN|NL","Without Sequence","96.66","",""
"10/01/2026 13:45:00 - 10/01/2026 14:00:00","BZN|NL","Without Sequence","104.49","",""
"10/01/2026 14:00:00 - 10/01/2026 14:15:00","BZN|NL","Without Sequence","99.80","",""
"10/01/2026 14:15:00 - 10/01/2026 14:30:00","BZN|NL","Without Sequence","101.82","",""
"10/01/2026 14:30:00 - 10/01/2026 14:45:00","BZN|NL","Without Sequence","106.90","",""
"10/01/2026 14:45:00 - 10/01/2026 15:00:00","BZN|NL","Without Sequence","108.95","",""
"10/01/2026 15:00:00 - 10/01/2026 15:15:00","BZN|NL","Without Sequence","100.81","",""
"10/01/2026 15:15:00 - 10/01/2026 15:30:00","BZN|NL","Without Sequence","109.54","",""
"10/01/2026 15:30:00 - 10/01/2026 15:45:00","BZN|NL","Without Sequence","109.78","",""
"10/01/2026 15:45:00 - 10/01/2026 16:00:00","BZN|NL","Without Sequence","123.48","",""
"10/01/2026 16:00:00 - 10/01/2026 16:15:00","BZN|NL","Without Sequence","112.99","",""
"10/01/2026 16:15:00 - 10/01/2026 16:30:00","BZN|NL","Without Sequence","119.49","",""
"10/01/2026 16:30:00 - 10/01/2026 16:45:00","BZN|NL","Without Sequence","116.25","",""
"10/01/2026 16:45:00 - 10/01/2026 17:00:00","BZN|NL","Without Sequence","134.13","",""
"10/01/2026 17:00:00 - 10/01/2026 17:15:00","BZN|NL","Without Sequence","126.67","",""
"10/01/2026 17:15:00 - 10/01/2026 17:30:00","BZN|NL","Without Sequence","132.11","",""
"10/01/2026 17:30:00 - 10/01/2026 17:45:00","BZN|NL","Without Sequence","135.00","",""
"10/01/2026 17:45:00 - 10/01/2026 18:00:00","BZN|NL","Without Sequence","136.84","",""
"10/01/2026 18:00:00 - 10/01/2026 18:15:00","BZN|NL","Without Sequence","137.36","",""
"10/01/2026 18:15:00 - 10/01/2026 18:30:00","BZN|NL","Without Sequence","134.52","",""
"10/01/2026 18:30:00 - 10/01/2026 18:45:00","BZN|NL","Without Sequence","134.40","",""
"10/01/2026 18:45:00 - 10/01/2026 19:00:00","BZN|NL","Without Sequence","129.52","",""
"10/01/2026 19:00:00 - 10/01/2026 19:15:00","BZN|NL","Without Sequence","133.66","",""
"10/01/2026 19:15:00 - 10/01/2026 19:30:00","BZN|NL","Without Sequence","129.52","",""
"10/01/2026 19:30:00 - 10/01/2026 19:45:00","BZN|NL","Without Sequence","125.36","",""
"10/01/2026 19:45:00 - 10/01/2026 20:00:00","BZN|NL","Without Sequence","123.47","",""
"10/01/2026 20:00:00 - 10/01/2026 20:15:00","BZN|NL","Without Sequence","126.98","",""
"10/01/2026 20:15:00 - 10/01/2026 20:30:00","BZN|NL","Without Sequence","120.01","",""
"10/01/2026 20:30:00 - 10/01/2026 20:45:00","BZN|NL","Without Sequence","117.48","",""
"10/01/2026 20:45:00 - 10/01/2026 21:00:00","BZN|NL","Without Sequence","112.29","",""
"10/01/2026 21:00:00 - 10/01/2026 21:15:00","BZN|NL","Without Sequence","116.08","",""
"10/01/2026 21:15:00 - 10/01/2026 21:30:00","BZN|NL","Without Sequence","112.28","",""
"10/01/2026 21:30:00 - 10/01/2026 21:45:00","BZN|NL","Without Sequence","111.99","",""
"10/01/2026 21:45:00 - 10/01/2026 22:00:00","BZN|NL","Without Sequence","104.48","",""
"10/01/2026 22:00:00 - 10/01/2026 22:15:00","BZN|NL","Without Sequence","112.32","",""
"10/01/2026 22:15:00 - 10/01/2026 22:30:00","BZN|NL","Without Sequence","111.67","",""
"10/01/2026 22:30:00 - 10/01/2026 22:45:00","BZN|NL","Without Sequence","103.00","",""
"10/01/2026 22:45:00 - 10/01/2026 23:00:00","BZN|NL","Without Sequence","99.12","",""
"10/01/2026 23:00:00 - 10/01/2026 23:15:00","BZN|NL","Without Sequence","101.76","",""
"10/01/2026 23:15:00 - 10/01/2026 23:30:00","BZN|NL","Without Sequence","97.50","",""
"10/01/2026 23:30:00 - 10/01/2026 23:45:00","BZN|NL","Without Sequence","97.75","",""
"10/01/2026 23:45:00 - 11/01/2026 00:00:00","BZN|NL","Without Sequence","97.75","",""
"11/01/2026 00:00:00 - 11/01/2026 00:15:00","BZN|NL","Without Sequence","108.20","",""
"11/01/2026 00:15:00 - 11/01/2026 00:30:00","BZN|NL","Without Sequence","97.72","",""
"11/01/2026 00:30:00 - 11/01/2026 00:45:00","BZN|NL","Without Sequence","93.70","",""
"11/01/2026 00:45:00 - 11/01/2026 01:00:00","BZN|NL","Without Sequence","87.99","",""
"11/01/2026 01:00:00 - 11/01/2026 01:15:00","BZN|NL","Without Sequence","98.99","",""
"11/01/2026 01:15:00 - 11/01/2026 01:30:00","BZN|NL","Without Sequence","92.55","",""
"11/01/2026 01:30:00 - 11/01/2026 01:45:00","BZN|NL","Without Sequence","90.91","",""
"11/01/2026 01:45:00 - 11/01/2026 02:00:00","BZN|NL","Without Sequence","88.54","",""
"11/01/2026 02:00:00 - 11/01/2026 02:15:00","BZN|NL","Without Sequence","91.99","",""
"11/01/2026 02:15:00 - 11/01/2026 02:30:00","BZN|NL","Without Sequence","89.09","",""
"11/01/2026 02:30:00 - 11/01/2026 02:45:00","BZN|NL","Without Sequence","86.20","",""
"11/01/2026 02:45:00 - 11/01/2026 03:00:00","BZN|NL","Without Sequence","84.86","",""
"11/01/2026 03:00:00 - 11/01/2026 03:15:00","BZN|NL","Without Sequence","84.18","",""
"11/01/2026 03:15:00 - 11/01/2026 03:30:00","BZN|NL","Without Sequence","84.52","",""
"11/01/2026 03:30:00 - 11/01/2026 03:45:00","BZN|NL","Without Sequence","84.56","",""
"11/01/2026 03:45:00 - 11/01/2026 04:00:00","BZN|NL","Without Sequence","86.18","",""
"11/01/2026 04:00:00 - 11/01/2026 04:15:00","BZN|NL","Without Sequence","85.04","",""
"11/01/2026 04:15:00 - 11/01/2026 04:30:00","BZN|NL","Without Sequence","83.03","",""
"11/01/2026 04:30:00 - 11/01/2026 04:45:00","BZN|NL","Without Sequence","81.42","",""
"11/01/2026 04:45:00 - 11/01/2026 05:00:00","BZN|NL","Without Sequence","81.23","",""
"11/01/2026 05:00:00 - 11/01/2026 05:15:00","BZN|NL","Without Sequence","81.64","",""
"11/01/2026 05:15:00 - 11/01/2026 05:30:00","BZN|NL","Without Sequence","81.64","",""
"11/01/2026 05:30:00 - 11/01/2026 05:45:00","BZN|NL","Without Sequence","82.20","",""
"11/01/2026 05:45:00 - 11/01/2026 06:00:00","BZN|NL","Without Sequence","83.54","",""
"11/01/2026 06:00:00 - 11/01/2026 06:15:00","BZN|NL","Without Sequence","80.93","",""
"11/01/2026 06:15:00 - 11/01/2026 06:30:00","BZN|NL","Without Sequence","81.64","",""
"11/01/2026 06:30:00 - 11/01/2026 06:45:00","BZN|NL","Without Sequence","81.64","",""
"11/01/2026 06:45:00 - 11/01/2026 07:00:00","BZN|NL","Without Sequence","82.20","",""
"11/01/2026 07:00:00 - 11/01/2026 07:15:00","BZN|NL","Without Sequence","81.13","",""
"11/01/2026 07:15:00 - 11/01/2026 07:30:00","BZN|NL","Without Sequence","82.46","",""
"11/01/2026 07:30:00 - 11/01/2026 07:45:00","BZN|NL","Without Sequence","85.68","",""
"11/01/2026 07:45:00 - 11/01/2026 08:00:00","BZN|NL","Without Sequence","87.77","",""
"11/01/2026 08:00:00 - 11/01/2026 08:15:00","BZN|NL","Without Sequence","87.02","",""
"11/01/2026 08:15:00 - 11/01/2026 08:30:00","BZN|NL","Without Sequence","89.97","",""
"11/01/2026 08:30:00 - 11/01/2026 08:45:00","BZN|NL","Without Sequence","92.84","",""
