MTU (CET/CEST),Area,Day-ahead solar (MW),Intraday solar (MW),Actual solar (MW)
31/01/2025 00:00:00 - 31/01/2025 00:15:00,BZN|NL,0,0,0
31/01/2025 00:15:00 - 31/01/2025 00:30:00,BZN|NL,0,0,0
31/01/2025 00:30:00 - 31/01/2025 00:45:00,BZN|NL,0,0,0
31/01/2025 00:45:00 - 31/01/2025 01:00:00,BZN|NL,0,0,0
31/01/2025 01:00:00 - 31/01/2025 01:15:00,BZN|NL,0,0,0
31/01/2025 01:15:00 - 31/01/2025 01:30:00,BZN|NL,0,0,0
31/01/2025 01:30:00 - 31/01/2025 01:45:00,BZN|NL,0,0,0
31/01/2025 01:45:00 - 31/01/2025 02:00:00,BZN|NL,0,0,0
31/01/2025 02:00:00 - 31/01/2025 02:15:00,BZN|NL,0,0,0
31/01/2025 02:15:00 - 31/01/2025 02:30:00,BZN|NL,0,0,0
31/01/2025 02:30:00 - 31/01/2025 02:45:00,BZN|NL,0,0,0
31/01/2025 02:45:00 - 31/01/2025 03:00:00,BZN|NL,0,0,0
31/01/2025 03:00:00 - 31/01/2025 03:15:00,BZN|NL,0,0,0
31/01/2025 03:15:00 - 31/01/2025 03:30:00,BZN|NL,0,0,0
31/01/2025 03:30:00 - 31/01/2025 03:45:00,BZN|NL,0,0,0
31/01/2025 03:45:00 - 31/01/2025 04:00:00,BZN|NL,0,0,0
31/01/2025 04:00:00 - 31/01/2025 04:15:00,BZN|NL,0,0,0
31/01/2025 04:15:00 - 31/01/2025 04:30:00,BZN|NL,0,0,0
31/01/2025 04:30:00 - 31/01/2025 04:45:00,BZN|NL,0,0,0
31/01/2025 04:45:00 - 31/01/2025 05:00:00,BZN|NL,0,0,0
31/01/2025 05:00:00 - 31/01/2025 05:15:00,BZN|NL,0,0,0
31/01/2025 05:15:00 - 31/01/2025 05:30:00,BZN|NL,0,0,0
31/01/2025 05:30:00 - 31/01/2025 05:45:00,BZN|NL,0,0,0
31/01/2025 05:45:00 - 31/01/2025 06:00:00,BZN|NL,0,0,0
31/01/2025 06:00:00 - 31/01/2025 06:15:00,BZN|NL,0,0,0
31/01/2025 06:15:00 - 31/01/2025 06:30:00,BZN|NL,0,0,0
31/01/2025 06:30:00 - 31/01/2025 06:45:00,BZN|NL,0,0,0
31/01/2025 06:45:00 - 31/01/2025 07:00:00,BZN|NL,0,0,0
31/01/2025 07:00:00 - 31/01/2025 07:15:00,BZN|NL,0,0,0
31/01/2025 07:15:00 - 31/01/2025 07:30:00,BZN|NL,0,0,0
31/01/2025 07:30:00 - 31/01/2025 07:45:00,BZN|NL,0,0,0
31/01/2025 07:45:00 - 31/01/2025 08:00:00,BZN|NL,0,0,0
31/01/2025 08:00:00 - 31/01/2025 08:15:00,BZN|NL,0,0,0.1
31/01/2025 08:15:00 - 31/01/2025 08:30:00,BZN|NL,16,16,1.62
31/01/2025 08:30:00 - 31/01/2025 08:45:00,BZN|NL,34,34,6.86
31/01/2025 08:45:00 - 31/01/2025 09:00:00,BZN|NL,48,48,14.08
31/01/2025 09:00:00 - 31/01/2025 09:15:00,BZN|NL,67,67,24.48
31/01/2025 09:15:00 - 31/01/2025 09:30:00,BZN|NL,297,297,37.72
31/01/2025 09:30:00 - 31/01/2025 09:45:00,BZN|NL,530,530,55.49
31/01/2025 09:45:00 - 31/01/2025 10:00:00,BZN|NL,760,760,70.1
31/01/2025 10:00:00 - 31/01/2025 10:15:00,BZN|NL,991,991,89.89
31/01/2025 10:15:00 - 31/01/2025 10:30:00,BZN|NL,1128,1128,104.67
31/01/2025 10:30:00 - 31/01/2025 10:45:00,BZN|NL,1263,1263,113.83
31/01/2025 10:45:00 - 31/01/2025 11:00:00,BZN|NL,1401,1401,134.1
31/01/2025 11:00:00 - 31/01/2025 11:15:00,BZN|NL,1536,1536,146.63
31/01/2025 11:15:00 - 31/01/2025 11:30:00,BZN|NL,1631,1631,158.04
31/01/2025 11:30:00 - 31/01/2025 11:45:00,BZN|NL,1723,1723,168.73
31/01/2025 11:45:00 - 31/01/2025 12:00:00,BZN|NL,1814,1814,172.35
31/01/2025 12:00:00 - 31/01/2025 12:15:00,BZN|NL,1910,1910,182.41
31/01/2025 12:15:00 - 31/01/2025 12:30:00,BZN|NL,1957,1957,185.87
31/01/2025 12:30:00 - 31/01/2025 12:45:00,BZN|NL,2002,2002,183.03
31/01/2025 12:45:00 - 31/01/2025 13:00:00,BZN|NL,2049,2049,179.98
31/01/2025 13:00:00 - 31/01/2025 13:15:00,BZN|NL,2094,2094,166.19
31/01/2025 13:15:00 - 31/01/2025 13:30:00,BZN|NL,2037,2037,152.41
31/01/2025 13:30:00 - 31/01/2025 13:45:00,BZN|NL,1977,1977,156.28
31/01/2025 13:45:00 - 31/01/2025 14:00:00,BZN|NL,1921,1921,131.74
31/01/2025 14:00:00 - 31/01/2025 14:15:00,BZN|NL,1863,1863,137.37
31/01/2025 14:15:00 - 31/01/2025 14:30:00,BZN|NL,1806,1806,112.25
31/01/2025 14:30:00 - 31/01/2025 14:45:00,BZN|NL,1752,1752,120.32
31/01/2025 14:45:00 - 31/01/2025 15:00:00,BZN|NL,1697,1697,94.69
31/01/2025 15:00:00 - 31/01/2025 15:15:00,BZN|NL,1641,1641,78.85
31/01/2025 15:15:00 - 31/01/2025 15:30:00,BZN|NL,1546,1546,63.35
31/01/2025 15:30:00 - 31/01/2025 15:45:00,BZN|NL,1451,1451,63.92
31/01/2025 15:45:00 - 31/01/2025 16:00:00,BZN|NL,1354,1354,61.01
31/01/2025 16:00:00 - 31/01/2025 16:15:00,BZN|NL,1259,1259,40.94
31/01/2025 16:15:00 - 31/01/2025 16:30:00,BZN|NL,1096,1096,28.66
31/01/2025 16:30:00 - 31/01/2025 16:45:00,BZN|NL,933,933,20.29
31/01/2025 16:45:00 - 31/01/2025 17:00:00,BZN|NL,772,772,9.4
31/01/2025 17:00:00 - 31/01/2025 17:15:00,BZN|NL,608,608,3.06
31/01/2025 17:15:00 - 31/01/2025 17:30:00,BZN|NL,462,462,0.38
31/01/2025 17:30:00 - 31/01/2025 17:45:00,BZN|NL,313,313,0.01
31/01/2025 17:45:00 - 31/01/2025 18:00:00,BZN|NL,164,164,0
31/01/2025 18:00:00 - 31/01/2025 18:15:00,BZN|NL,14,14,0
31/01/2025 18:15:00 - 31/01/2025 18:30:00,BZN|NL,11,11,0
31/01/2025 18:30:00 - 31/01/2025 18:45:00,BZN|NL,8,8,0
31/01/2025 18:45:00 - 31/01/2025 19:00:00,BZN|NL,3,3,0
31/01/2025 19:00:00 - 31/01/2025 19:15:00,BZN|NL,0,0,0
31/01/2025 19:15:00 - 31/01/2025 19:30:00,BZN|NL,0,0,0
31/01/2025 19:30:00 - 31/01/2025 19:45:00,BZN|NL,0,0,0
31/01/2025 19:45:00 - 31/01/2025 20:00:00,BZN|NL,0,0,0
31/01/2025 20:00:00 - 31/01/2025 20:15:00,BZN|NL,0,0,0
31/01/2025 20:15:00 - 31/01/2025 20:30:00,BZN|NL,0,0,0
31/01/2025 20:30:00 - 31/01/2025 20:45:00,BZN|NL,0,0,0
31/01/2025 20:45:00 - 31/01/2025 21:00:00,BZN|NL,0,0,0
31/01/2025 21:00:00 - 31/01/2025 21:15:00,BZN|NL,0,0,0
31/01/2025 21:15:00 - 31/01/2025 21:30:00,BZN|NL,0,0,0
31/01/2025 21:30:00 - 31/01/2025 21:45:00,BZN|NL,0,0,0
31/01/2025 21:45:00 - 31/01/2025 22:00:00,BZN|NL,0,0,0
31/01/2025 22:00:00 - 31/01/2025 22:15:00,BZN|NL,0,0,0
31/01/2025 22:15:00 - 31/01/2025 22:30:00,BZN|NL,0,0,0
31/01/2025 22:30:00 - 31/01/2025 22:45:00,BZN|NL,0,0,0
31/01/2025 22:45:00 - 31/01/2025 23:00:00,BZN|NL,0,0,0
31/01/2025 23:00:00 - 31/01/2025 23:15:00,BZN|NL,0,0,0
31/01/2025 23:15:00 - 31/01/2025 23:30:00,BZN|NL,0,0,0
31/01/2025 23:30:00 - 31/01/2025 23:45:00,BZN|NL,0,0,0
31/01/2025 23:45:00 - 01/02/2025 00:00:00,BZN|NL,0,0,0
01/02/2025 00:00:00 - 01/02/2025 00:15:00,BZN|NL,0,0,0
01/02/2025 00:15:00 - 01/02/2025 00:30:00,BZN|NL,0,0,0
01/02/2025 00:30:00 - 01/02/2025 00:45:00,BZN|NL,0,0,0
01/02/2025 00:45:00 - 01/02/2025 01:00:00,BZN|NL,0,0,0
01/02/2025 01:00:00 - 01/02/2025 01:15:00,BZN|NL,0,0,0
01/02/2025 01:15:00 - 01/02/2025 01:30:00,BZN|NL,0,0,0
01/02/2025 01:30:00 - 01/02/2025 01:45:00,BZN|NL,0,0,0
01/02/2025 01:45:00 - 01/02/2025 02:00:00,BZN|NL,0,0,0
01/02/2025 02:00:00 - 01/02/2025 02:15:00,BZN|NL,0,0,0
01/02/2025 02:15:00 - 01/02/2025 02:30:00,BZN|NL,0,0,0
01/02/2025 02:30:00 - 01/02/2025 02:45:00,BZN|NL,0,0,0
01/02/2025 02:45:00 - 01/02/2025 03:00:00,BZN|NL,0,0,0
01/02/2025 03:00:00 - 01/02/2025 03:15:00,BZN|NL,0,0,0
01/02/2025 03:15:00 - 01/02/2025 03:30:00,BZN|NL,0,0,0
01/02/2025 03:30:00 - 01/02/2025 03:45:00,BZN|NL,0,0,0
01/02/2025 03:45:00 - 01/02/2025 04:00:00,BZN|NL,0,0,0
01/02/2025 04:00:00 - 01/02/2025 04:15:00,BZN|NL,0,0,0
01/02/2025 04:15:00 - 01/02/2025 04:30:00,BZN|NL,0,0,0
01/02/2025 04:30:00 - 01/02/2025 04:45:00,BZN|NL,0,0,0
01/02/2025 04:45:00 - 01/02/2025 05:00:00,BZN|NL,0,0,0
01/02/2025 05:00:00 - 01/02/2025 05:15:00,BZN|NL,0,0,0
01/02/2025 05:15:00 - 01/02/2025 05:30:00,BZN|NL,0,0,0
01/02/2025 05:30:00 - 01/02/2025 05:45:00,BZN|NL,0,0,0
01/02/2025 05:45:00 - 01/02/2025 06:00:00,BZN|NL,0,0,0
01/02/2025 06:00:00 - 01/02/2025 06:15:00,BZN|NL,0,0,0
01/02/2025 06:15:00 - 01/02/2025 06:30:00,BZN|NL,0,0,0
01/02/2025 06:30:00 - 01/02/2025 06:45:00,BZN|NL,0,0,0
01/02/2025 06:45:00 - 01/02/2025 07:00:00,BZN|NL,0,0,0
01/02/2025 07:00:00 - 01/02/2025 07:15:00,BZN|NL,0,0,0
01/02/2025 07:15:00 - 01/02/2025 07:30:00,BZN|NL,0,0,0
01/02/2025 07:30:00 - 01/02/2025 07:45:00,BZN|NL,0,0,0
01/02/2025 07:45:00 - 01/02/2025 08:00:00,BZN|NL,0,0,0
01/02/2025 08:00:00 - 01/02/2025 08:15:00,BZN|NL,0,0,0.05
01/02/2025 08:15:00 - 01/02/2025 08:30:00,BZN|NL,20,20,1.4
01/02/2025 08:30:00 - 01/02/2025 08:45:00,BZN|NL,42,42,8.37
01/02/2025 08:45:00 - 01/02/2025 09:00:00,BZN|NL,62,62,15.95
01/02/2025 09:00:00 - 01/02/2025 09:15:00,BZN|NL,82,82,26.39
01/02/2025 09:15:00 - 01/02/2025 09:30:00,BZN|NL,346,346,38.46
01/02/2025 09:30:00 - 01/02/2025 09:45:00,BZN|NL,607,607,47.36
01/02/2025 09:45:00 - 01/02/2025 10:00:00,BZN|NL,870,870,57.49
01/02/2025 10:00:00 - 01/02/2025 10:15:00,BZN|NL,1134,1134,68.26
01/02/2025 10:15:00 - 01/02/2025 10:30:00,BZN|NL,1361,1361,82
01/02/2025 10:30:00 - 01/02/2025 10:45:00,BZN|NL,1588,1588,89.44
01/02/2025 10:45:00 - 01/02/2025 11:00:00,BZN|NL,1817,1817,101.89
01/02/2025 11:00:00 - 01/02/2025 11:15:00,BZN|NL,2046,2046,124.05
01/02/2025 11:15:00 - 01/02/2025 11:30:00,BZN|NL,2157,2157,139.88
01/02/2025 11:30:00 - 01/02/2025 11:45:00,BZN|NL,2268,2268,156.75
01/02/2025 11:45:00 - 01/02/2025 12:00:00,BZN|NL,2380,2380,164.04
01/02/2025 12:00:00 - 01/02/2025 12:15:00,BZN|NL,2488,2488,173.41
01/02/2025 12:15:00 - 01/02/2025 12:30:00,BZN|NL,2545,2545,185.74
01/02/2025 12:30:00 - 01/02/2025 12:45:00,BZN|NL,2597,2597,195.83
01/02/2025 12:45:00 - 01/02/2025 13:00:00,BZN|NL,2653,2653,187.68
01/02/2025 13:00:00 - 01/02/2025 13:15:00,BZN|NL,2708,2708,186.87
01/02/2025 13:15:00 - 01/02/2025 13:30:00,BZN|NL,2822,2822,193.15
01/02/2025 13:30:00 - 01/02/2025 13:45:00,BZN|NL,2936,2936,182.47
01/02/2025 13:45:00 - 01/02/2025 14:00:00,BZN|NL,3055,3055,175.08
01/02/2025 14:00:00 - 01/02/2025 14:15:00,BZN|NL,3169,3169,166.39
01/02/2025 14:15:00 - 01/02/2025 14:30:00,BZN|NL,3088,3088,168.06
01/02/2025 14:30:00 - 01/02/2025 14:45:00,BZN|NL,3010,3010,150.93
01/02/2025 14:45:00 - 01/02/2025 15:00:00,BZN|NL,2932,2932,137.08
01/02/2025 15:00:00 - 01/02/2025 15:15:00,BZN|NL,2856,2856,122.6
01/02/2025 15:15:00 - 01/02/2025 15:30:00,BZN|NL,2714,2714,106.25
01/02/2025 15:30:00 - 01/02/2025 15:45:00,BZN|NL,2576,2576,87.42
01/02/2025 15:45:00 - 01/02/2025 16:00:00,BZN|NL,2436,2436,66.89
01/02/2025 16:00:00 - 01/02/2025 16:15:00,BZN|NL,2297,2297,45.32
01/02/2025 16:15:00 - 01/02/2025 16:30:00,BZN|NL,2027,2027,34.1
01/02/2025 16:30:00 - 01/02/2025 16:45:00,BZN|NL,1758,1758,21.13
01/02/2025 16:45:00 - 01/02/2025 17:00:00,BZN|NL,1491,1491,10.92
01/02/2025 17:00:00 - 01/02/2025 17:15:00,BZN|NL,1222,1222,4.47
01/02/2025 17:15:00 - 01/02/2025 17:30:00,BZN|NL,924,924,0.93
01/02/2025 17:30:00 - 01/02/2025 17:45:00,BZN|NL,628,628,0.03
01/02/2025 17:45:00 - 01/02/2025 18:00:00,BZN|NL,332,332,0
01/02/2025 18:00:00 - 01/02/2025 18:15:00,BZN|NL,35,35,0
01/02/2025 18:15:00 - 01/02/2025 18:30:00,BZN|NL,25,25,0
01/02/2025 18:30:00 - 01/02/2025 18:45:00,BZN|NL,16,16,0
01/02/2025 18:45:00 - 01/02/2025 19:00:00,BZN|NL,9,9,0
01/02/2025 19:00:00 - 01/02/2025 19:15:00,BZN|NL,0,0,0
01/02/2025 19:15:00 - 01/02/2025 19:30:00,BZN|NL,0,0,0
01/02/2025 19:30:00 - 01/02/2025 19:45:00,BZN|NL,0,0,0
01/02/2025 19:45:00 - 01/02/2025 20:00:00,BZN|NL,0,0,0
01/02/2025 20:00:00 - 01/02/2025 20:15:00,BZN|NL,0,0,0
01/02/2025 20:15:00 - 01/02/2025 20:30:00,BZN|NL,0,0,0
01/02/2025 20:30:00 - 01/02/2025 20:45:00,BZN|NL,0,0,0
01/02/2025 20:45:00 - 01/02/2025 21:00:00,BZN|NL,0,0,0
01/02/2025 21:00:00 - 01/02/2025 21:15:00,BZN|NL,0,0,0
01/02/2025 21:15:00 - 01/02/2025 21:30:00,BZN|NL,0,0,0
01/02/2025 21:30:00 - 01/02/2025 21:45:00,BZN|NL,0,0,0
01/02/2025 21:45:00 - 01/02/2025 22:00:00,BZN|NL,0,0,0
01/02/2025 22:00:00 - 01/02/2025 22:15:00,BZN|NL,0,0,0
01/02/2025 22:15:00 - 01/02/2025 22:30:00,BZN|NL,0,0,0
01/02/2025 22:30:00 - 01/02/2025 22:45:00,BZN|NL,0,0,0
01/02/2025 22:45:00 - 01/02/2025 23:00:00,BZN|NL,0,0,0
01/02/2025 23:00:00 - 01/02/2025 23:15:00,BZN|NL,0,0,0
01/02/2025 23:15:00 - 01/02/2025 23:30:00,BZN|NL,0,0,0
01/02/2025 23:30:00 - 01/02/2025 23:45:00,BZN|NL,0,0,0
01/02/2025 23:45:00 - 02/02/2025 00:00:00,BZN|NL,0,0,0
02/02/2025 00:00:00 - 02/02/2025 00:15:00,BZN|NL,0,0,0
02/02/2025 00:15:00 - 02/02/2025 00:30:00,BZN|NL,0,0,0
02/02/2025 00:30:00 - 02/02/2025 00:45:00,BZN|NL,0,0,0
02/02/2025 00:45:00 - 02/02/2025 01:00:00,BZN|NL,0,0,0
02/02/2025 01:00:00 - 02/02/2025 01:15:00,BZN|NL,0,0,0
02/02/2025 01:15:00 - 02/02/2025 01:30:00,BZN|NL,0,0,0
02/02/2025 01:30:00 - 02/02/2025 01:45:00,BZN|NL,0,0,0
02/02/2025 01:45:00 - 02/02/2025 02:00:00,BZN|NL,0,0,0
02/02/2025 02:00:00 - 02/02/2025 02:15:00,BZN|NL,0,0,0
02/02/2025 02:15:00 - 02/02/2025 02:30:00,BZN|NL,0,0,0
02/02/2025 02:30:00 - 02/02/2025 02:45:00,BZN|NL,0,0,0
02/02/2025 02:45:00 - 02/02/2025 03:00:00,BZN|NL,0,0,0
02/02/2025 03:00:00 - 02/02/2025 03:15:00,BZN|NL,0,0,0
02/02/2025 03:15:00 - 02/02/2025 03:30:00,BZN|NL,0,0,0
02/02/2025 03:30:00 - 02/02/2025 03:45:00,BZN|NL,0,0,0
02/02/2025 03:45:00 - 02/02/2025 04:00:00,BZN|NL,0,0,0
02/02/2025 04:00:00 - 02/02/2025 04:15:00,BZN|NL,0,0,0
02/02/2025 04:15:00 - 02/02/2025 04:30:00,BZN|NL,0,0,0
02/02/2025 04:30:00 - 02/02/2025 04:45:00,BZN|NL,0,0,0
02/02/2025 04:45:00 - 02/02/2025 05:00:00,BZN|NL,0,0,0
02/02/2025 05:00:00 - 02/02/2025 05:15:00,BZN|NL,0,0,0
02/02/2025 05:15:00 - 02/02/2025 05:30:00,BZN|NL,0,0,0
02/02/2025 05:30:00 - 02/02/2025 05:45:00,BZN|NL,0,0,0
02/02/2025 05:45:00 - 02/02/2025 06:00:00,BZN|NL,0,0,0
02/02/2025 06:00:00 - 02/02/2025 06:15:00,BZN|NL,0,0,0
02/02/2025 06:15:00 - 02/02/2025 06:30:00,BZN|NL,0,0,0
02/02/2025 06:30:00 - 02/02/2025 06:45:00,BZN|NL,0,0,0
02/02/2025 06:45:00 - 02/02/2025 07:00:00,BZN|NL,0,0,0
02/02/2025 07:00:00 - 02/02/2025 07:15:00,BZN|NL,0,0,0
02/02/2025 07:15:00 - 02/02/2025 07:30:00,BZN|NL,0,0,0
02/02/2025 07:30:00 - 02/02/2025 07:45:00,BZN|NL,0,0,0
02/02/2025 07:45:00 - 02/02/2025 08:00:00,BZN|NL,0,0,0
02/02/2025 08:00:00 - 02/02/2025 08:15:00,BZN|NL,0,0,0.12
02/02/2025 08:15:00 - 02/02/2025 08:30:00,BZN|NL,29,29,2.65
02/02/2025 08:30:00 - 02/02/2025 08:45:00,BZN|NL,56,56,7.06
02/02/2025 08:45:00 - 02/02/2025 09:00:00,BZN|NL,83,83,14.17
02/02/2025 09:00:00 - 02/02/2025 09:15:00,BZN|NL,110,110,28.71
02/02/2025 09:15:00 - 02/02/2025 09:30:00,BZN|NL,459,459,39.27
02/02/2025 09:30:00 - 02/02/2025 09:45:00,BZN|NL,809,809,61.22
02/02/2025 09:45:00 - 02/02/2025 10:00:00,BZN|NL,1155,1155,77.3
02/02/2025 10:00:00 - 02/02/2025 10:15:00,BZN|NL,1506,1506,100.7
02/02/2025 10:15:00 - 02/02/2025 10:30:00,BZN|NL,1727,1727,116.69
02/02/2025 10:30:00 - 02/02/2025 10:45:00,BZN|NL,1948,1948,130.68
02/02/2025 10:45:00 - 02/02/2025 11:00:00,BZN|NL,2170,2170,153.25
02/02/2025 11:00:00 - 02/02/2025 11:15:00,BZN|NL,2391,2391,151.98
02/02/2025 11:15:00 - 02/02/2025 11:30:00,BZN|NL,2514,2514,173.67
02/02/2025 11:30:00 - 02/02/2025 11:45:00,BZN|NL,2639,2639,173.61
02/02/2025 11:45:00 - 02/02/2025 12:00:00,BZN|NL,2764,2764,183.07
02/02/2025 12:00:00 - 02/02/2025 12:15:00,BZN|NL,2888,2888,193.22
02/02/2025 12:15:00 - 02/02/2025 12:30:00,BZN|NL,2949,2949,196.12
02/02/2025 12:30:00 - 02/02/2025 12:45:00,BZN|NL,3009,3009,205.71
02/02/2025 12:45:00 - 02/02/2025 13:00:00,BZN|NL,3074,3074,195.33
02/02/2025 13:00:00 - 02/02/2025 13:15:00,BZN|NL,3132,3132,190.94
02/02/2025 13:15:00 - 02/02/2025 13:30:00,BZN|NL,3165,3165,192.63
02/02/2025 13:30:00 - 02/02/2025 13:45:00,BZN|NL,3196,3196,188.41
02/02/2025 13:45:00 - 02/02/2025 14:00:00,BZN|NL,3228,3228,184.83
02/02/2025 14:00:00 - 02/02/2025 14:15:00,BZN|NL,3259,3259,165.98
02/02/2025 14:15:00 - 02/02/2025 14:30:00,BZN|NL,3177,3177,158.92
02/02/2025 14:30:00 - 02/02/2025 14:45:00,BZN|NL,3097,3097,138.3
02/02/2025 14:45:00 - 02/02/2025 15:00:00,BZN|NL,3017,3017,135.88
02/02/2025 15:00:00 - 02/02/2025 15:15:00,BZN|NL,2935,2935,128.7
02/02/2025 15:15:00 - 02/02/2025 15:30:00,BZN|NL,2794,2794,104.11
02/02/2025 15:30:00 - 02/02/2025 15:45:00,BZN|NL,2652,2652,80.68
02/02/2025 15:45:00 - 02/02/2025 16:00:00,BZN|NL,2507,2507,63.47
02/02/2025 16:00:00 - 02/02/2025 16:15:00,BZN|NL,2365,2365,43.71
02/02/2025 16:15:00 - 02/02/2025 16:30:00,BZN|NL,2108,2108,32.11
02/02/2025 16:30:00 - 02/02/2025 16:45:00,BZN|NL,1853,1853,22.56
02/02/2025 16:45:00 - 02/02/2025 17:00:00,BZN|NL,1592,1592,13.13
02/02/2025 17:00:00 - 02/02/2025 17:15:00,BZN|NL,1337,1337,5.98
02/02/2025 17:15:00 - 02/02/2025 17:30:00,BZN|NL,1013,1013,1.74
02/02/2025 17:30:00 - 02/02/2025 17:45:00,BZN|NL,691,691,0.13
02/02/2025 17:45:00 - 02/02/2025 18:00:00,BZN|NL,365,365,0
02/02/2025 18:00:00 - 02/02/2025 18:15:00,BZN|NL,43,43,0
02/02/2025 18:15:00 - 02/02/2025 18:30:00,BZN|NL,33,33,0
02/02/2025 18:30:00 - 02/02/2025 18:45:00,BZN|NL,21,21,0
02/02/2025 18:45:00 - 02/02/2025 19:00:00,BZN|NL,10,10,0
02/02/2025 19:00:00 - 02/02/2025 19:15:00,BZN|NL,0,0,0
02/02/2025 19:15:00 - 02/02/2025 19:30:00,BZN|NL,0,0,0
02/02/2025 19:30:00 - 02/02/2025 19:45:00,BZN|NL,0,0,0
02/02/2025 19:45:00 - 02/02/2025 20:00:00,BZN|NL,0,0,0
02/02/2025 20:00:00 - 02/02/2025 20:15:00,BZN|NL,0,0,0
02/02/2025 20:15:00 - 02/02/2025 20:30:00,BZN|NL,0,0,0
02/02/2025 20:30:00 - 02/02/2025 20:45:00,BZN|NL,0,0,0
02/02/2025 20:45:00 - 02/02/2025 21:00:00,BZN|NL,0,0,0
02/02/2025 21:00:00 - 02/02/2025 21:15:00,BZN|NL,0,0,0
02/02/2025 21:15:00 - 02/02/2025 21:30:00,BZN|NL,0,0,0
02/02/2025 21:30:00 - 02/02/2025 21:45:00,BZN|NL,0,0,0
02/02/2025 21:45:00 - 02/02/2025 22:00:00,BZN|NL,0,0,0
02/02/2025 22:00:00 - 02/02/2025 22:15:00,BZN|NL,0,0,0
02/02/2025 22:15:00 - 02/02/2025 22:30:00,BZN|NL,0,0,0
02/02/2025 22:30:00 - 02/02/2025 22:45:00,BZN|NL,0,0,0
02/02/2025 22:45:00 - 02/02/2025 23:00:00,BZN|NL,0,0,0
02/02/2025 23:00:00 - 02/02/2025 23:15:00,BZN|NL,0,0,0
02/02/2025 23:15:00 - 02/02/2025 23:30:00,BZN|NL,0,0,0
02/02/2025 23:30:00 - 02/02/2025 23:45:00,BZN|NL,0,0,0
02/02/2025 23:45:00 - 03/02/2025 00:00:00,BZN|NL,0,0,0
03/02/2025 00:00:00 - 03/02/2025 00:15:00,BZN|NL,0,0,0
03/02/2025 00:15:00 - 03/02/2025 00:30:00,BZN|NL,0,0,0
03/02/2025 00:30:00 - 03/02/2025 00:45:00,BZN|NL,0,0,0
03/02/2025 00:45:00 - 03/02/2025 01:00:00,BZN|NL,0,0,0
03/02/2025 01:00:00 - 03/02/2025 01:15:00,BZN|NL,0,0,0
03/02/2025 01:15:00 - 03/02/2025 01:30:00,BZN|NL,0,0,0
03/02/2025 01:30:00 - 03/02/2025 01:45:00,BZN|NL,0,0,0
03/02/2025 01:45:00 - 03/02/2025 02:00:00,BZN|NL,0,0,0
03/02/2025 02:00:00 - 03/02/2025 02:15:00,BZN|NL,0,0,0
03/02/2025 02:15:00 - 03/02/2025 02:30:00,BZN|NL,0,0,0
03/02/2025 02:30:00 - 03/02/2025 02:45:00,BZN|NL,0,0,0
03/02/2025 02:45:00 - 03/02/2025 03:00:00,BZN|NL,0,0,0
03/02/2025 03:00:00 - 03/02/2025 03:15:00,BZN|NL,0,0,0
03/02/2025 03:15:00 - 03/02/2025 03:30:00,BZN|NL,0,0,0
03/02/2025 03:30:00 - 03/02/2025 03:45:00,BZN|NL,0,0,0
03/02/2025 03:45:00 - 03/02/2025 04:00:00,BZN|NL,0,0,0
03/02/2025 04:00:00 - 03/02/2025 04:15:00,BZN|NL,0,0,0
03/02/2025 04:15:00 - 03/02/2025 04:30:00,BZN|NL,0,0,0
03/02/2025 04:30:00 - 03/02/2025 04:45:00,BZN|NL,0,0,0
03/02/2025 04:45:00 - 03/02/2025 05:00:00,BZN|NL,0,0,0
03/02/2025 05:00:00 - 03/02/2025 05:15:00,BZN|NL,0,0,0
03/02/2025 05:15:00 - 03/02/2025 05:30:00,BZN|NL,0,0,0
03/02/2025 05:30:00 - 03/02/2025 05:45:00,BZN|NL,0,0,0
03/02/2025 05:45:00 - 03/02/2025 06:00:00,BZN|NL,0,0,0
03/02/2025 06:00:00 - 03/02/2025 06:15:00,BZN|NL,0,0,0
03/02/2025 06:15:00 - 03/02/2025 06:30:00,BZN|NL,0,0,0
03/02/2025 06:30:00 - 03/02/2025 06:45:00,BZN|NL,0,0,0
03/02/2025 06:45:00 - 03/02/2025 07:00:00,BZN|NL,0,0,0
03/02/2025 07:00:00 - 03/02/2025 07:15:00,BZN|NL,0,0,0
03/02/2025 07:15:00 - 03/02/2025 07:30:00,BZN|NL,0,0,0
03/02/2025 07:30:00 - 03/02/2025 07:45:00,BZN|NL,0,0,0
03/02/2025 07:45:00 - 03/02/2025 08:00:00,BZN|NL,0,0,0
03/02/2025 08:00:00 - 03/02/2025 08:15:00,BZN|NL,0,0,0.45
03/02/2025 08:15:00 - 03/02/2025 08:30:00,BZN|NL,38,38,2.77
03/02/2025 08:30:00 - 03/02/2025 08:45:00,BZN|NL,74,74,8.5
03/02/2025 08:45:00 - 03/02/2025 09:00:00,BZN|NL,114,114,19.4
03/02/2025 09:00:00 - 03/02/2025 09:15:00,BZN|NL,150,150,27.56
03/02/2025 09:15:00 - 03/02/2025 09:30:00,BZN|NL,577,577,41.97
03/02/2025 09:30:00 - 03/02/2025 09:45:00,BZN|NL,1005,1005,55.68
03/02/2025 09:45:00 - 03/02/2025 10:00:00,BZN|NL,1432,1432,66.93
03/02/2025 10:00:00 - 03/02/2025 10:15:00,BZN|NL,1857,1857,85.43
